0.175982 1.042351 -1.205266 
-1.863797 0.347536 -0.476279 
0.664440 -2.086692 0.125047 
0.428543 -1.122667 0.473608 
-0.788946 -1.563969 -2.350076 
-0.665877 -1.263429 -4.073336 
0.034083 0.006096 0.670817 
0.710535 -0.774033 -0.238063 
0.214841 -0.169136 -1.393765 
1.962981 0.209595 -0.258487 
-0.158054 -0.676754 1.808463 
0.736831 0.662486 1.934068 
-1.674652 0.885900 0.594954 
1.559588 0.912895 0.903401 
0.518860 0.287972 -1.129484 
-1.609411 -0.423390 -2.770574 
-0.228278 0.759435 0.391434 
-0.078238 0.307836 -1.608341 
0.555641 -0.957102 -1.761053 
-0.013798 -0.539655 0.573203 
0.451052 0.568291 -0.515708 
0.570783 0.230436 -0.616522 
1.203563 -2.662523 -3.426708 
1.983059 3.020288 0.067228 
-0.275229 2.313395 -1.062662 
0.397530 0.740858 0.140315 
-0.421736 -0.522556 -1.396369 
0.781842 0.209561 -0.015087 
1.169524 -1.215642 -0.389207 
-0.307612 1.120573 0.204463 
