0.308167 0.763750 0.996461 
0.301913 0.757740 0.994068 
0.297029 0.743132 0.992881 
0.278498 0.740647 0.981110 
0.276923 0.725839 0.970593 
0.221034 0.706046 0.968868 
0.211924 0.694829 0.967695 
0.210209 0.681360 0.964889 
0.188382 0.678735 0.959492 
0.186873 0.663606 0.957507 
0.173865 0.655741 0.957167 
0.171187 0.655478 0.950222 
0.157613 0.639763 0.933993 
0.149114 0.632359 0.915736 
0.141886 0.547221 0.913376 
0.135477 0.546882 0.905792 
0.126987 0.503663 0.878431 
0.125897 0.490589 0.872429 
0.125183 0.485376 0.849129 
0.112465 0.474759 0.835009 
0.109862 0.438744 0.823458 
0.097540 0.422088 0.821903 
0.097132 0.421761 0.814724 
0.051216 0.408731 0.800280 
0.046171 0.398739 0.798106 
0.036441 0.392227 0.797929 
0.035712 0.381558 0.797280 
0.034446 0.361294 0.795200 
0.031833 0.317099 0.792207 
0.004783 0.316550 0.765517 
