0.751583 -1.857174 
-0.849136 0.764369 
0.125249 0.389356 
-0.846845 0.406801 
0.571667 1.971157 
-0.543295 0.466517 
-0.492408 0.474489 
0.342934 -1.027803 
0.465896 1.922183 
-0.368635 0.929596 
1.414674 -0.254836 
0.322335 -1.520688 
-0.340580 -1.086560 
-0.324931 -1.308205 
-0.786470 1.152404 
1.760706 0.092931 
1.413603 -1.475271 
1.380016 -0.588539 
0.608527 0.388067 
-0.876436 0.684269 
-2.514383 -1.754922 
-0.028200 -0.121281 
-1.235782 -0.080778 
1.285754 -0.208706 
-0.257473 -1.440755 
-0.361113 0.293692 
0.426437 1.291757 
-0.285073 -0.128437 
-2.267695 -1.839117 
2.412906 -0.097238 
